molecule_chembl_id,pAct,value_nM,n_meas,smiles,std_type
CHEMBL2403108,5.903089986991944,1250.0,1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,IC50
CHEMBL2403813,6.527568743167302,359.0,2,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc([N+](=O)[O-])cc34)cc2)n(-c2cccc([N+](=O)[O-])c2)n1,IC50
CHEMBL2403814,6.913261178273503,198.5,2,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)n(-c2cccc([N+](=O)[O-])c2)n1,IC50
CHEMBL2403815,7.114096060500447,77.0,2,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)n(-c2cccc(N)c2)n1,IC50
CHEMBL2403816,7.159379381312206,80.0,2,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)n(-c2cccc(N)c2)n1,IC50
CHEMBL2403817,5.668231512906589,2446.5,2,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)n(-c2cccc(NC(=O)OCC3c4ccccc4-c4ccccc43)c2)n1,IC50
CHEMBL2403818,6.6531716939309895,276.5,2,CCC(=O)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(N)c4)cc3)c2c1,IC50
CHEMBL2403819,6.419196226545802,647.0,2,CN(C)CCCC(=O)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(N)c4)cc3)c2c1,IC50
CHEMBL2403820,6.984578748587541,118.5,2,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4ccc(NC(=O)Nc5cc(C(C)(C)C)nn5-c5cccc(N)c5)cc4)c3c2)CC1,IC50
CHEMBL2403821,6.253773468824106,599.5,2,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc(NC(=O)CCN5CCOCC5)cc34)cc2)n(-c2cccc(N)c2)n1,IC50
CHEMBL2403874,8.045757490560675,9.0,1,CC(C)(C)c1cc(NC(=O)Nc2cccc(Nc3ncnc4ccccc34)c2)n(-c2cccc([N+](=O)[O-])c2)n1,IC50
CHEMBL2403875,7.638272163982407,23.0,1,CC(C)(C)c1cc(NC(=O)Nc2cccc(Nc3ncnc4ccccc34)c2)n(-c2cccc(N)c2)n1,IC50
CHEMBL2408495,5.973153530607523,1075.0,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1cc(Br)ccn1,IC50
CHEMBL2408496,5.871713280938138,1355.0,2,Cc1cc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)ncc1Br,IC50
CHEMBL2408497,4.950781977329818,11200.0,1,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ccccn1,IC50
CHEMBL2408498,5.654715913502034,2215.0,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ncccc1F,IC50
CHEMBL2408499,5.55759099382322,2980.0,2,Cc1cccc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c1,IC50
CHEMBL2408500,6.380225139579763,435.0,2,Cc1ccc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)cc1,IC50
CHEMBL2408501,6.423702961036264,390.0,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ccc(Br)cc1,IC50
CHEMBL2408502,5.951892707326797,1120.0,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1cccc(Br)c1,IC50
CHEMBL2408503,4.7544873321858505,17600.0,1,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ccccc1Br,IC50
CHEMBL2408504,6.130055672457728,745.0,2,COc1cccc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c1,IC50
CHEMBL2408505,5.5721435300942375,2715.0,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)NCc1ccccc1,IC50
CHEMBL2408506,5.46152148038741,3540.0,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)NCCN1CCOCC1,IC50
CHEMBL2408507,5.524258384623854,3005.0,2,Cc1cccc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)n1,IC50
CHEMBL2408508,5.5587747317387315,3040.0,2,Cc1cccc(NC(=O)COc2cc(O)c3c(=O)cc(-c4cc(F)ccc4F)oc3c2)n1,IC50
CHEMBL2408509,6.093142804059427,810.0,2,Cc1ccc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)nc1,IC50
CHEMBL2408510,6.389423339022647,450.0,2,Cc1ccnc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c1,IC50
CHEMBL2408511,6.84518491628705,145.0,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ccc(Br)cn1,IC50
CHEMBL2408778,5.628932137728264,2350.0,1,Nc1ncnc2c1c(-c1ccc(Cl)cc1)nn2-c1cccc(-c2cnnn2CCCCCC(=O)NO)c1,Ki
CHEMBL241539,6.494850021680094,320.0,1,CSc1nc(NCc2cccc(F)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,Ki
CHEMBL241540,7.0,100.0,2,CSc1nc(NCc2ccc(F)cc2)c2cnn(CC(Cl)c3ccccc3)c2n1,Ki
CHEMBL241749,6.958607314841775,110.0,1,CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccc(Cl)cc3)c2n1,Ki
CHEMBL241750,6.6020599913279625,250.0,1,CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccc(F)cc3)c2n1,Ki
CHEMBL2419760,7.292429823902063,51.0,1,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,IC50
CHEMBL2419761,7.619788758288394,24.0,1,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1,IC50
CHEMBL2419762,7.251811972993799,56.0,1,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,IC50
CHEMBL2420909,3.899629454882437,126000.0,1,c1nc(N2CCC3(CCCCN3)CC2)c2nc[nH]c2n1,IC50
CHEMBL2420911,5.154901959985743,7000.0,1,c1nc(N2CCC3(CCCNC3)CC2)c2nc[nH]c2n1,IC50
CHEMBL242865,6.0999990348465305,794.33,1,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1,Ki
CHEMBL243088,6.499996931948306,316.23,1,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,Ki
CHEMBL2436727,5.823908740944319,1500.0,1,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(O)c(Sc3ncn[nH]3)c2)cc1,IC50
CHEMBL2436977,6.54515513999149,285.0,1,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5cnc6[nH]ccc6c5)c4c3)cc2)CC1,IC50
CHEMBL2436978,8.34518491628705,4.9,2,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,IC50
CHEMBL245800,6.113509274827518,770.0,1,N#Cc1cnc2ccc(-c3ccc(CN)cc3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,Ki
CHEMBL247070,6.151256818104316,705.9,2,c1ccc(-c2oc3ncnc(NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1,IC50
CHEMBL248044,6.022276394711152,950.0,1,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,Ki
CHEMBL248221,5.7447274948966935,1800.0,1,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCCCN1CCOCC1,Ki
CHEMBL248222,5.7447274948966935,1800.0,1,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCCCc1cccnc1,Ki
CHEMBL24828,7.0655015487564325,86.0,3,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,IC50
CHEMBL248391,6.522878745280337,300.0,1,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCc1cccnc1,Ki
CHEMBL248392,6.698970004336019,200.0,1,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCOCC1,Ki
CHEMBL248393,7.356547323513812,44.0,1,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1,Ki
CHEMBL249819,7.231468428609191,412.1,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)nc12,Ki
CHEMBL249820,7.138276268883984,347.35,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(N)(=O)=O)cc3)nc12,Ki
CHEMBL249821,8.49569991411904,3.2,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki
CHEMBL250019,9.221848749616356,0.75,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(C)CCN4CCCC4)cc3)nc12,Ki
CHEMBL250021,8.289198036565084,33.2,2,CCN(CCN1CCCC1)S(=O)(=O)c1ccc(Nc2nnc3cc(-c4cc(O)ccc4Cl)cc(C)c3n2)cc1,Ki
CHEMBL250213,8.896317481265463,13.031,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(CCCN4CCCC4)cc3)nc12,Ki
CHEMBL250214,8.296729909783021,8.35,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)N4CCNCC4)cc3)nc12,Ki
CHEMBL250218,7.2785720549124715,479.45,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(CCN4CCCC4)C(C)C)cc3)nc12,Ki
CHEMBL250423,7.558169282423191,77.55,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(C)CCN4CCOCC4)cc3)nc12,Ki
CHEMBL250623,7.605209643917787,72.2,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N4CCNCC4)cc3)nc12,Ki
CHEMBL250625,8.391917048857003,4.1,2,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)C4CCNCC4)cc3)nc12,Ki
CHEMBL250821,7.565090896010336,285.65,4,Cc1cc(-c2c(Cl)ccc(O)c2F)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki
CHEMBL251015,6.685907745963293,897.0,4,Cc1cc(-c2cccc3[nH]ccc23)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12,Ki
CHEMBL253292,6.6020599913279625,250.0,1,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,IC50
CHEMBL253969,7.100015437450609,79.43,1,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,Ki
CHEMBL255164,6.647817481888637,225.0,1,O=C(Nc1nnc(SCc2ccc(Br)cc2)s1)c1ccccc1Cl,Ki
CHEMBL255165,6.6777807052660805,210.0,1,O=C(Nc1nnc(SCc2ccc([N+](=O)[O-])cc2)s1)c1ccc(F)cc1,Ki
CHEMBL255225,6.982966660701219,104.0,1,O=C(Nc1nnc(SCc2ccc(F)cc2)s1)c1ccc(Cl)cc1,Ki
CHEMBL255324,7.050609993355087,89.0,1,O=C(Nc1nnc(SCc2ccc(Br)cc2)s1)c1ccc(F)cc1,Ki
CHEMBL255368,6.663540266151471,217.0,1,O=C(Nc1nnc(SCc2cccc(F)c2)s1)c1ccc(Cl)cc1,Ki
CHEMBL255522,7.080921907623926,83.0,1,O=C(Nc1nnc(SCc2ccc([N+](=O)[O-])cc2)s1)c1ccccc1Cl,Ki
CHEMBL255738,6.659379381312206,260.0,6,O=C(Nc1nnc(SCc2ccc(F)cc2)s1)c1ccc(F)cc1,Ki
CHEMBL255863,7.525056273799658,29.85,52,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,IC50
CHEMBL256101,8.6903698325741,2.04,1,Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCC[N+]4([O-])CCCC4)cc3)nc12,Ki
CHEMBL259084,6.799998134593398,158.49,1,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,Ki
CHEMBL259247,6.619788758288394,240.0,1,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cncnc1,IC50
CHEMBL260092,7.100015437450609,79.43,1,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc1)CCN2,Ki
CHEMBL261827,7.0,100.0,3,Fc1ccc(C(Cl)Cn2ncc3c(NCc4cccc(F)c4)ncnc32)cc1,Ki
CHEMBL262623,5.40000018605658,3981.07,1,Nc1ncnc2c1N=C(c1ccccc1)CCN2,Ki
CHEMBL264406,7.18837535480105,303.5,2,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21,IC50
CHEMBL268825,6.503767426095978,1191.0,2,Cc1cc(-c2ccccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,Ki
CHEMBL270286,6.698970004336019,200.0,1,Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(F)cc2)cc1,Ki
CHEMBL270452,5.8996294548824375,1260.0,1,COc1ccc(CSc2nnc(NC(=O)c3ccccc3Cl)s2)cc1,Ki
CHEMBL270454,6.036212172654444,920.0,1,O=C(Nc1nnc(SCc2ccccc2)s1)c1ccccc1Cl,Ki
CHEMBL270492,7.698970004336019,20.0,1,Fc1ccc(C(Cl)Cn2ncc3c(NCc4ccccc4F)ncnc32)cc1,Ki
CHEMBL270958,6.136677139879544,730.0,2,Fc1ccccc1CNc1ncnc2c1cnn2CC(Cl)c1ccccc1,Ki
CHEMBL271008,6.432973633840939,369.0,1,O=C(Nc1nnc(SCc2cccc(Cl)c2)s1)c1ccc(F)cc1,Ki
CHEMBL271009,6.3979400086720375,400.0,1,O=C(Nc1nnc(SCc2ccccc2)s1)c1ccc(Cl)cc1,Ki
CHEMBL271010,6.391473966422806,406.0,1,O=C(Nc1nnc(SCc2ccc(F)cc2)s1)c1ccccc1Cl,Ki
CHEMBL271984,6.958607314841775,110.0,1,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,IC50
CHEMBL272169,5.698970004336019,2000.0,2,Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccccc2)cc1,Ki
CHEMBL272198,6.33161408331,466.0,1,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,IC50
CHEMBL272288,6.777283528852417,167.0,1,O=C(Nc1nnc(SCc2cccc(F)c2)s1)c1ccc(F)cc1,Ki
CHEMBL272888,8.698970004336019,2.0,1,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,IC50
CHEMBL272938,6.199998172182031,630.96,1,Cc1cccc(NC(=O)Nc2ccc(-c3cncc4[nH]nc(N)c34)cc2)c1,Ki
CHEMBL272947,6.723538195826756,189.0,1,COc1ccc(CSc2nnc(NC(=O)c3ccc(Cl)cc3)s2)cc1,Ki
CHEMBL272999,7.136677139879544,73.0,1,O=C(Nc1nnc(SCc2cccc(Cl)c2)s1)c1ccc(Cl)cc1,Ki
CHEMBL273090,6.698970004336019,200.0,1,Fc1ccc(C(Cl)Cn2ncc3c(NCc4ccccc4Cl)ncnc32)cc1,Ki
CHEMBL276711,4.958607314841775,11000.0,1,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,IC50
CHEMBL277931,6.3979400086720375,400.0,2,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,IC50
CHEMBL278103,5.823908740944319,1500.0,1,Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1,IC50
CHEMBL278495,9.366531544420413,0.43,1,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCN(c6ccccc6)CC5)c4)c(OC)cc23)c(Cl)cc1Cl,IC50
CHEMBL288280,6.585026652029182,260.0,4,CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1,Ki
CHEMBL288441,6.947415286000334,258.0,14,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,IC50
CHEMBL289125,5.136677139879544,7300.0,3,CSc1nc(NCCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1,Ki
CHEMBL289959,4.399999967876858,39810.72,1,c1ccc(Nc2ncnc3ccccc23)cc1,Ki
CHEMBL291273,5.823908740944319,1500.0,1,CCOCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,Ki
CHEMBL291963,5.481486060122113,3300.0,1,c1cncc(-c2ccnc(Nc3cccc(-n4ccnc4)c3)n2)c1,IC50
CHEMBL29197,7.522878745280337,30.0,1,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50
CHEMBL292866,5.42021640338319,3800.0,1,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccn1,IC50
CHEMBL293803,5.232352939978615,5950.0,2,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC1CCCCC1)C(N)=O,IC50
CHEMBL293991,6.455931955649724,350.0,1,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,IC50
CHEMBL294420,5.602407705158788,3200.0,2,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,IC50
CHEMBL294692,5.887345359137068,1300.0,2,CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC1CCCCC1)C(N)=O,IC50
CHEMBL296586,5.127965045121561,175079.245,2,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,IC50
CHEMBL298445,6.795880017344075,160.0,1,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,Ki
CHEMBL298813,5.596910013008056,2800.0,2,CC[C@H](NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,IC50
CHEMBL299477,4.963140824826938,11450.0,2,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,IC50
CHEMBL299707,5.721246399047171,1900.0,1,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50
CHEMBL300817,5.823908740944319,1500.0,1,Clc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50
CHEMBL301845,4.411954370472159,57500.0,2,CC[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,IC50
CHEMBL3040806,7.619788758288394,24.0,1,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1,IC50
CHEMBL3040861,7.292429823902063,51.0,1,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,IC50
CHEMBL3040910,7.251811972993799,56.0,1,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,IC50
